N1309,Bundesland,Gebietsname,Wahlberechtigte,Abgegebene,Ungültige,Gültige,SPÖ,ÖVP,FPÖ,BZÖ,GRÜNE,FRANK,NEOS,KPÖ,PIRAT,CPÖ,WANDL,M,EUAUS,SLP,Column
G62374,Steiermark,Zerlach,1436,1110,16,1094,94,311,378,65,64,141,28,8,2,3,,,,,
G70101,Tirol,Innsbruck,88762,50064,656,49408,10244,10065,9598,1186,11135,2323,3727,668,462,,,,,,
G70201,Tirol,Arzl im Pitztal,2338,1438,19,1419,276,495,282,73,149,68,55,12,9,,,,,,
G70202,Tirol,Haiming,3382,1920,34,1886,398,538,412,64,242,134,72,5,21,,,,,,
G70203,Tirol,Imst,6998,4098,64,4034,727,1248,904,97,604,230,176,22,26,,,,,,
G70204,Tirol,Imsterberg,623,384,10,374,68,165,88,12,24,11,2,2,2,,,,,,
G70205,Tirol,Jerzens,725,469,7,462,64,163,97,84,25,18,8,0,3,,,,,,
G70206,Tirol,Karres,492,307,8,299,56,134,58,4,13,20,10,3,1,,,,,,
G70207,Tirol,Karrösten,563,355,2,353,87,131,77,7,24,17,9,0,1,,,,,,
G70208,Tirol,Längenfeld,3293,1890,34,1856,205,965,357,75,120,70,53,5,6,,,,,,
G70209,Tirol,Mieming,2599,1659,28,1631,199,514,346,77,279,104,98,6,8,,,,,,
G70210,Tirol,Mils bei Imst,451,316,4,312,61,105,54,10,48,13,19,0,2,,,,,,
G70211,Tirol,Mötz,918,561,9,552,92,183,103,25,89,41,14,2,3,,,,,,
G70212,Tirol,Nassereith,1613,871,17,854,148,325,178,22,78,60,33,7,3,,,,,,
G70213,Tirol,Obsteig,898,579,9,570,64,199,111,20,101,40,28,4,3,,,,,,
G70214,Tirol,Oetz,1766,1059,22,1037,146,418,181,35,121,65,59,4,8,,,,,,
G70215,Tirol,Rietz,1749,923,17,906,245,219,204,19,105,60,40,7,7,,,,,,
G70216,Tirol,Roppen,1326,772,8,764,200,292,134,14,58,35,22,4,5,,,,,,
G70217,Tirol,St. Leonhard im Pitztal,1141,584,4,580,46,309,129,33,24,26,7,0,6,,,,,,
G70218,Tirol,Sautens,1057,596,6,590,107,227,107,17,59,41,25,1,6,,,,,,
G70219,Tirol,Silz,1978,1144,28,1116,279,351,189,28,169,49,37,7,7,,,,,,
G70220,Tirol,Sölden,2247,1223,16,1207,80,651,210,72,86,54,45,3,6,,,,,,
G70221,Tirol,Stams,1037,635,16,619,92,189,119,11,112,48,27,14,7,,,,,,
G70222,Tirol,Tarrenz,2118,1143,26,1117,151,368,282,20,115,112,57,6,6,,,,,,
G70223,Tirol,Umhausen,2320,1424,18,1406,162,666,298,63,95,72,43,2,5,,,,,,
G70224,Tirol,Wenns,1568,859,27,832,151,322,157,55,72,48,22,1,4,,,,,,
G70301,Tirol,Absam,5449,3440,45,3395,764,863,576,101,657,183,212,20,19,,,,,,
G70302,Tirol,Aldrans,1755,1127,19,1108,145,354,166,25,251,55,96,7,9,,,,,,
G70303,Tirol,Ampass,1258,805,5,800,91,214,179,31,139,54,68,17,7,,,,,,
G70304,Tirol,Axams,4438,2832,29,2803,572,720,537,94,571,133,138,22,16,,,,,,
G70305,Tirol,Baumkirchen,918,635,11,624,114,202,116,22,92,39,36,3,0,,,,,,
G70306,Tirol,Birgitz,1037,661,5,656,93,203,122,41,117,39,34,1,6,,,,,,
G70307,Tirol,Ellbögen,882,657,10,647,105,268,148,17,54,31,22,1,1,,,,,,
G70308,Tirol,Flaurling,934,620,6,614,121,203,106,18,101,26,21,7,11,,,,,,
G70309,Tirol,Fritzens,1619,1045,17,1028,224,265,249,36,119,76,48,3,8,,,,,,
G70310,Tirol,Fulpmes,2959,1701,19,1682,282,570,375,38,229,98,77,6,7,,,,,,
G70311,Tirol,Gnadenwald,558,386,5,381,38,157,50,10,60,24,37,1,4,,,,,,
G70312,Tirol,Götzens,2995,1784,17,1767,331,477,378,64,294,92,111,12,8,,,,,,
G70313,Tirol,Gries am Brenner,1007,672,6,666,122,233,167,21,59,30,24,5,5,,,,,,
G70314,Tirol,Gries im Sellrain,473,302,2,300,49,143,63,7,21,7,8,1,1,,,,,,
G70315,Tirol,Grinzens,1048,635,11,624,128,216,122,20,85,21,28,2,2,,,,,,
G70317,Tirol,Gschnitz,341,230,6,224,35,96,50,10,13,12,7,1,0,,,,,,
G70318,Tirol,Hatting,986,668,3,665,147,217,123,10,101,19,42,4,2,,,,,,
G70319,Tirol,Inzing,2795,1734,29,1705,348,532,251,32,326,92,95,15,14,,,,,,
G70320,Tirol,Kematen in Tirol,2052,1261,18,1243,256,375,223,37,226,53,64,5,4,,,,,,
G70322,Tirol,Kolsass,1261,845,9,836,151,243,176,26,132,50,51,5,2,,,,,,
G70323,Tirol,Kolsassberg,592,391,3,388,63,167,72,7,39,22,16,1,1,,,,,,
G70325,Tirol,Lans,765,503,10,493,53,181,57,40,83,18,52,6,3,,,,,,
G70326,Tirol,Leutasch,1551,868,12,856,91,409,123,30,112,61,25,3,2,,,,,,
G70327,Tirol,Matrei am Brenner,724,471,6,465,151,125,98,19,30,16,21,2,3,,,,,,
G70328,Tirol,Mieders,1289,828,10,818,112,281,155,47,119,51,47,2,4,,,,,,
G70329,Tirol,Mils,3268,2151,35,2116,311,632,438,76,361,127,151,11,9,,,,,,
G70330,Tirol,Mühlbachl,1010,664,10,654,141,282,104,18,53,44,10,1,1,,,,,,
G70331,Tirol,Mutters,1611,1067,9,1058,139,394,171,53,193,38,53,6,11,,,,,,
G70332,Tirol,Natters,1475,978,6,972,130,331,143,42,174,55,88,7,2,,,,,,
G70333,Tirol,Navis,1589,1046,14,1032,166,448,230,32,66,44,40,3,3,,,,,,
G70334,Tirol,Neustift im Stubaital,3399,2123,21,2102,237,865,518,73,213,108,67,10,11,,,,,,
G70335,Tirol,Oberhofen im Inntal,1293,821,13,808,178,255,151,22,120,44,27,10,1,,,,,,
G70336,Tirol,Obernberg am Brenner,284,209,1,208,26,112,29,12,10,4,12,3,0,,,,,,
G70337,Tirol,Oberperfuss,2316,1488,16,1472,267,522,227,43,256,61,76,13,7,,,,,,
G70338,Tirol,Patsch,783,528,7,521,90,184,72,12,95,34,25,2,7,,,,,,
G70339,Tirol,Pettnau,761,474,8,466,73,177,79,22,67,27,13,6,2,,,,,,
G70340,Tirol,Pfaffenhofen,797,463,5,458,117,117,72,10,85,27,22,6,2,,,,,,
G70341,Tirol,Pfons,1036,705,10,695,126,262,135,24,77,31,35,4,1,,,,,,
G70342,Tirol,Polling in Tirol,718,421,4,417,108,87,132,16,40,18,10,4,2,,,,,,
G70343,Tirol,Ranggen,775,534,8,526,89,189,108,14,72,22,23,4,5,,,,,,
G70344,Tirol,Reith bei Seefeld,854,495,13,482,50,165,107,20,83,30,25,1,1,,,,,,
G70345,Tirol,Rinn,1319,926,16,910,130,289,169,46,144,53,69,7,3,,,,,,
G70346,Tirol,Rum,6752,4228,49,4179,1155,741,941,97,683,232,284,24,22,,,,,,
G70347,Tirol,St. Sigmund im Sellrain,134,84,1,83,9,44,16,4,3,4,1,1,1,,,,,,
G70348,Tirol,Scharnitz,879,482,2,480,106,177,113,13,29,26,14,1,1,,,,,,
G70349,Tirol,Schmirn,687,516,3,513,86,281,84,11,30,14,6,1,0,,,,,,
G70350,Tirol,Schönberg im Stubaital,700,462,6,456,78,157,65,26,76,29,21,3,1,,,,,,
G70351,Tirol,Seefeld in Tirol,2027,1165,11,1154,139,481,202,33,131,76,72,7,13,,,,,,
G70352,Tirol,Sellrain,1130,658,12,646,147,279,108,9,49,29,13,3,9,,,,,,
G70353,Tirol,Sistrans,1623,1115,12,1103,118,342,167,33,274,50,101,11,7,,,,,,
G70354,Tirol,Hall in Tirol,9269,5320,74,5246,1132,1198,1008,139,1008,287,367,59,48,,,,,,
G70355,Tirol,Steinach am Brenner,2625,1705,17,1688,349,528,361,55,196,100,93,1,5,,,,,,
G70356,Tirol,Telfes im Stubai,1186,783,21,762,119,309,123,26,92,33,39,15,6,,,,,,
G70357,Tirol,Telfs,10519,5699,55,5644,1233,1116,1269,164,1179,340,258,31,54,,,,,,
G70358,Tirol,Thaur,2921,1964,13,1951,380,693,328,42,319,76,92,7,14,,,,,,
G70359,Tirol,Trins,1004,678,8,670,108,249,138,29,73,37,28,4,4,,,,,,
G70360,Tirol,Tulfes,1122,716,15,701,72,264,166,31,89,47,22,1,9,,,,,,
G70361,Tirol,Unterperfuss,180,80,0,80,11,38,15,4,7,3,0,0,2,,,,,,
G70362,Tirol,Vals,431,312,4,308,42,160,58,9,18,10,6,3,2,,,,,,
G70364,Tirol,Völs,5143,3142,36,3106,636,814,628,114,530,159,165,33,27,,,,,,
G70365,Tirol,Volders,3454,2157,27,2130,321,615,573,51,293,128,122,17,10,,,,,,
G70366,Tirol,Wattenberg,569,442,7,435,22,203,118,14,40,21,13,2,2,,,,,,
G70367,Tirol,Wattens,6052,3619,42,3577,715,862,896,96,537,264,163,22,22,,,,,,
G70368,Tirol,Wildermieming,666,494,6,488,68,159,94,16,82,29,33,2,5,,,,,,
G70369,Tirol,Zirl,5867,3429,51,3378,706,722,634,109,743,190,219,31,24,,,,,,
G70401,Tirol,Aurach bei Kitzbühel,851,522,5,517,73,232,86,18,39,48,17,3,1,,,,,,
G70402,Tirol,Brixen im Thale,2017,1227,14,1213,282,485,184,34,117,74,27,6,4,,,,,,
G70403,Tirol,Fieberbrunn,3364,2144,25,2119,510,713,347,61,257,141,68,4,18,,,,,,
G70404,Tirol,Going am Wilden Kaiser,1314,764,5,759,100,286,175,33,70,60,23,6,6,,,,,,
G70405,Tirol,Hochfilzen,898,605,11,594,195,172,119,19,41,35,13,0,0,,,,,,
G70406,Tirol,Hopfgarten im Brixental,4258,2659,32,2627,424,1098,455,79,307,147,86,15,16,,,,,,
G70407,Tirol,Itter,885,618,9,609,116,223,106,28,53,46,34,2,1,,,,,,
G70408,Tirol,Jochberg,1194,759,8,751,161,251,178,19,68,52,18,2,2,,,,,,
G70409,Tirol,Kirchberg in Tirol,3661,2090,21,2069,464,747,388,75,194,149,37,6,9,,,,,,
G70410,Tirol,Kirchdorf in Tirol,2808,1684,18,1666,253,546,407,66,182,151,52,7,2,,,,,,
G70411,Tirol,Kitzbühel,6046,3294,35,3259,584,995,672,123,393,260,196,14,22,,,,,,
G70412,Tirol,Kössen,2983,1663,18,1645,182,690,357,39,171,138,50,8,10,,,,,,
G70413,Tirol,Oberndorf in Tirol,1552,972,12,960,232,324,171,24,99,72,33,1,4,,,,,,
G70414,Tirol,Reith bei Kitzbühel,1174,757,10,747,81,313,130,39,94,54,27,5,4,,,,,,
G70415,Tirol,St. Jakob in Haus,557,372,12,360,68,124,68,10,44,29,12,0,5,,,,,,
G70416,Tirol,St. Johann in Tirol,6496,3821,62,3759,644,1044,930,116,568,242,168,22,25,,,,,,
G70417,Tirol,St. Ulrich am Pillersee,1154,730,2,728,103,307,137,27,89,37,22,1,5,,,,,,
G70418,Tirol,Schwendt,571,349,2,347,49,167,53,8,39,16,9,3,3,,,,,,
G70419,Tirol,Waidring,1487,978,16,962,153,339,208,46,99,78,25,11,3,,,,,,
G70420,Tirol,Westendorf,2760,1684,27,1657,287,716,276,39,177,99,53,1,9,,,,,,
G70501,Tirol,Alpbach,1907,1296,10,1286,65,645,257,73,95,91,51,6,3,,,,,,
G70502,Tirol,Angath,719,492,9,483,89,139,114,19,65,41,11,4,1,,,,,,
G70503,Tirol,Bad Häring,2000,1264,11,1253,414,316,196,39,185,44,45,7,7,,,,,,
G70504,Tirol,Brandenberg,1218,826,10,816,184,352,145,29,53,33,15,3,2,,,,,,
G70505,Tirol,Breitenbach am Inn,2581,1781,30,1751,251,716,381,45,158,108,74,5,13,,,,,,
G70506,Tirol,Brixlegg,2182,1352,14,1338,243,420,294,38,171,83,65,11,13,,,,,,
G70508,Tirol,Ebbs,3953,2451,35,2416,325,768,654,67,285,178,109,9,21,,,,,,
G70509,Tirol,Ellmau,1860,1148,14,1134,118,461,260,48,119,87,30,4,7,,,,,,
G70510,Tirol,Erl,1016,694,14,680,71,347,113,15,58,37,37,1,1,,,,,,
G70511,Tirol,Kirchbichl,4178,2698,32,2666,782,602,606,63,312,179,104,6,12,,,,,,
G70512,Tirol,Kramsach,3643,2316,27,2289,441,639,436,79,408,133,115,20,18,,,,,,
G70513,Tirol,Kufstein,11985,6912,105,6807,1336,1530,1700,170,1158,463,350,46,54,,,,,,
G70514,Tirol,Kundl,3049,1887,17,1870,471,507,414,59,222,104,71,7,15,,,,,,
G70515,Tirol,Langkampfen,2927,1906,19,1887,470,402,482,102,174,158,78,14,7,,,,,,
G70516,Tirol,Mariastein,242,165,3,162,13,60,34,1,33,12,5,2,2,,,,,,
G70517,Tirol,Münster,2499,1584,9,1575,351,411,391,57,183,110,55,8,9,,,,,,
G70518,Tirol,Niederndorf,1955,1237,25,1212,117,485,275,38,139,82,62,5,9,,,,,,
G70519,Tirol,Niederndorferberg,474,259,6,253,10,145,57,3,25,9,4,0,0,,,,,,
G70520,Tirol,Radfeld,1594,1002,18,984,183,230,296,37,100,74,40,6,18,,,,,,
G70521,Tirol,Rattenberg,291,176,0,176,30,45,41,6,31,8,13,1,1,,,,,,
G70522,Tirol,Reith im Alpbachtal,2033,1287,7,1280,168,554,275,40,118,69,45,7,4,,,,,,
G70523,Tirol,Rettenschöss,338,235,6,229,5,152,37,9,13,12,1,0,0,,,,,,
G70524,Tirol,Scheffau am Wilden Kaiser,1004,598,11,587,50,267,95,28,65,45,28,3,6,,,,,,
G70525,Tirol,Schwoich,1793,1226,18,1208,215,468,270,17,128,60,37,8,5,,,,,,
G70526,Tirol,Söll,2616,1736,23,1713,246,707,340,56,179,115,58,4,8,,,,,,
G70527,Tirol,Thiersee,2089,1422,23,1399,202,639,275,38,129,59,45,2,10,,,,,,
G70528,Tirol,Angerberg,1411,919,12,907,120,302,186,29,126,80,52,6,6,,,,,,
G70529,Tirol,Walchsee,1274,833,9,824,66,323,232,27,66,65,33,6,6,,,,,,
G70530,Tirol,Wildschönau,3139,2006,24,1982,171,990,356,61,163,141,78,7,15,,,,,,
G70531,Tirol,Wörgl,9008,4986,54,4932,1217,881,1387,123,759,315,184,34,32,,,,,,
G70601,Tirol,Faggen,265,166,1,165,23,89,30,1,11,8,2,0,1,,,,,,
G70602,Tirol,Fendels,192,125,3,122,7,86,13,0,6,6,2,2,0,,,,,,
G70603,Tirol,Fiss,680,394,4,390,19,293,34,4,17,15,5,0,3,,,,,,
G70604,Tirol,Fließ,2309,1545,14,1531,436,612,272,13,114,47,22,6,9,,,,,,
G70605,Tirol,Flirsch,748,480,5,475,131,166,74,14,43,29,8,3,7,,,,,,
G70606,Tirol,Galtür,602,409,5,404,19,270,58,8,20,16,11,1,1,,,,,,
G70607,Tirol,Grins,1086,744,11,733,148,310,130,21,62,28,28,2,4,,,,,,
G70608,Tirol,Ischgl,1195,734,7,727,56,432,162,26,16,25,7,2,1,,,,,,
G70609,Tirol,Kappl,2078,1454,7,1447,126,862,302,35,48,50,19,2,3,,,,,,
G70610,Tirol,Kaunerberg,317,193,4,189,22,124,16,7,13,6,1,0,0,,,,,,
G70611,Tirol,Kaunertal,462,309,8,301,29,194,23,5,31,7,9,0,3,,,,,,
G70612,Tirol,Kauns,387,202,3,199,18,121,20,3,24,7,0,0,6,,,,,,
G70613,Tirol,Ladis,415,220,3,217,25,114,30,6,20,13,7,0,2,,,,,,
G70614,Tirol,Landeck,5797,3595,60,3535,929,1021,716,55,477,155,135,28,19,,,,,,
G70615,Tirol,Nauders,1138,649,9,640,106,320,109,14,34,26,25,2,4,,,,,,
G70616,Tirol,Pettneu am Arlberg,1122,668,8,660,139,245,118,13,76,30,31,3,5,,,,,,
G70617,Tirol,Pfunds,1950,1074,12,1062,220,473,179,16,67,78,19,7,3,,,,,,
G70618,Tirol,Pians,624,413,3,410,89,162,80,5,43,18,10,1,2,,,,,,
G70619,Tirol,Prutz,1268,713,5,708,152,234,121,17,104,46,25,3,6,,,,,,
G70620,Tirol,Ried im Oberinntal,955,526,5,521,82,222,70,11,79,35,9,4,9,,,,,,
G70621,Tirol,St. Anton am Arlberg,1818,984,9,975,96,460,129,38,138,56,54,0,4,,,,,,
G70622,Tirol,Schönwies,1340,886,9,877,300,265,126,29,78,48,20,8,3,,,,,,
G70623,Tirol,See,906,527,4,523,57,317,99,13,18,9,6,3,1,,,,,,
G70624,Tirol,Serfaus,859,492,13,479,43,294,44,9,42,24,15,2,6,,,,,,
G70625,Tirol,Spiss,102,57,3,54,3,35,9,0,3,3,1,0,0,,,,,,
G70626,Tirol,Stanz bei Landeck,477,323,9,314,83,120,41,6,30,15,17,2,0,,,,,,
G70627,Tirol,Strengen,964,660,11,649,161,241,126,21,55,22,19,0,4,,,,,,
G70628,Tirol,Tobadill,409,251,7,244,45,120,40,8,18,5,7,0,1,,,,,,
G70629,Tirol,Tösens,545,290,5,285,50,128,59,10,15,15,7,0,1,,,,,,
G70630,Tirol,Zams,2642,1707,29,1678,366,629,243,42,252,72,55,6,13,,,,,,
G70701,Tirol,Abfaltersbach,487,322,8,314,21,187,50,14,16,13,11,0,2,,,,,,
G70702,Tirol,Ainet,756,523,6,517,72,193,126,18,47,31,21,3,6,,,,,,
G70703,Tirol,Amlach,311,192,2,190,36,72,39,7,18,14,4,0,0,,,,,,
G70704,Tirol,Anras,1049,631,5,626,80,303,110,37,41,33,18,2,2,,,,,,
G70705,Tirol,Assling,1527,991,27,964,107,501,134,42,95,56,23,3,3,,,,,,
G70706,Tirol,Außervillgraten,645,447,2,445,42,284,57,8,15,22,14,2,1,,,,,,
G70707,Tirol,Dölsach,1813,1130,30,1100,232,354,226,51,112,78,40,3,4,,,,,,
G70708,Tirol,Gaimberg,700,447,17,430,55,168,66,32,47,28,29,3,2,,,,,,
G70709,Tirol,Hopfgarten in Defereggen,636,362,9,353,22,221,63,8,12,16,9,0,2,,,,,,
G70710,Tirol,Innervillgraten,726,456,9,447,20,316,48,32,14,13,4,0,0,,,,,,
G70711,Tirol,Iselsberg-Stronach,492,266,9,257,46,89,44,4,20,34,14,3,3,,,,,,
G70712,Tirol,Kals am Großglockner,999,597,19,578,44,301,126,20,37,26,15,4,5,,,,,,
G70713,Tirol,Kartitsch,690,450,13,437,31,283,47,14,22,28,5,2,5,,,,,,
G70714,Tirol,Lavant,234,158,2,156,19,74,36,2,14,4,6,1,0,,,,,,
G70715,Tirol,Leisach,659,388,7,381,93,129,50,15,50,24,15,1,4,,,,,,
G70716,Tirol,Lienz,9767,5469,110,5359,1412,1369,921,228,737,333,291,36,32,,,,,,
G70717,Tirol,Matrei in Osttirol,3832,2170,60,2110,240,790,600,74,197,118,71,10,10,,,,,,
G70718,Tirol,Nikolsdorf,704,425,9,416,52,205,75,11,33,14,20,3,3,,,,,,
G70719,Tirol,Nußdorf-Debant,2656,1689,36,1653,395,440,329,76,206,108,72,13,14,,,,,,
G70720,Tirol,Oberlienz,1195,742,16,726,79,317,139,36,65,43,35,4,8,,,,,,
G70721,Tirol,Obertilliach,569,349,5,344,12,247,33,19,13,15,2,0,3,,,,,,
G70723,Tirol,Prägraten am Großvenediger,998,590,11,579,26,341,140,12,26,20,11,1,2,,,,,,
G70724,Tirol,St. Jakob in Defereggen,751,461,13,448,38,199,145,17,21,13,10,1,4,,,,,,
G70725,Tirol,St. Johann im Walde,217,146,6,140,20,86,23,2,3,4,1,0,1,,,,,,
G70726,Tirol,St. Veit in Defereggen,572,327,4,323,27,173,62,9,17,21,11,3,0,,,,,,
G70727,Tirol,Schlaiten,412,242,7,235,21,118,53,9,11,13,8,0,2,,,,,,
G70728,Tirol,Sillian,1673,999,21,978,127,479,206,36,71,32,17,4,6,,,,,,
G70729,Tirol,Strassen,663,423,11,412,31,223,60,20,35,18,24,0,1,,,,,,
G70731,Tirol,Thurn,514,324,5,319,37,152,47,10,45,15,10,1,2,,,,,,
G70732,Tirol,Tristach,1107,728,18,710,134,261,98,37,83,55,29,5,8,,,,,,
G70733,Tirol,Untertilliach,199,95,1,94,4,53,11,3,7,7,3,5,1,,,,,,
G70734,Tirol,Virgen,1752,989,24,965,138,362,273,38,63,53,33,3,2,,,,,,
G70735,Tirol,Heinfels,816,508,14,494,62,243,90,16,39,18,13,9,4,,,,,,
G70801,Tirol,Bach,514,304,6,298,33,149,63,14,23,8,7,1,0,,,,,,
G70802,Tirol,Berwang,429,283,7,276,41,122,36,20,29,17,9,1,1,,,,,,
G70803,Tirol,Biberwier,448,281,2,279,44,121,50,10,22,20,10,0,2,,,,,,
G70804,Tirol,Bichlbach,548,360,4,356,45,169,62,4,32,21,20,1,2,,,,,,
G70805,Tirol,Breitenwang,1123,652,13,639,159,170,90,17,134,25,33,3,8,,,,,,
G70806,Tirol,Ehenbichl,622,356,4,352,60,139,59,11,49,18,12,3,1,,,,,,
G70807,Tirol,Ehrwald,1798,1027,12,1015,176,390,214,29,96,65,34,3,8,,,,,,
G70808,Tirol,Elbigenalp,651,419,5,414,39,198,81,20,40,20,14,1,1,,,,,,
G70809,Tirol,Elmen,300,175,3,172,13,85,26,4,27,10,5,1,1,,,,,,
G70810,Tirol,Forchach,203,146,3,143,23,48,43,6,18,3,2,0,0,,,,,,
G70811,Tirol,Grän,374,239,3,236,19,150,29,7,22,8,1,0,0,,,,,,
G70812,Tirol,Gramais,40,27,0,27,1,23,1,0,2,0,0,0,0,,,,,,
G70813,Tirol,Häselgehr,514,280,3,277,31,109,69,8,23,26,8,1,2,,,,,,
G70814,Tirol,Heiterwang,413,245,5,240,30,96,51,10,27,15,10,0,1,,,,,,
G70815,Tirol,Hinterhornbach,74,48,1,47,4,37,5,0,0,0,1,0,0,,,,,,
G70816,Tirol,Höfen,967,610,8,602,124,226,124,10,71,32,11,0,4,,,,,,
G70817,Tirol,Holzgau,315,212,1,211,27,118,23,13,17,11,2,0,0,,,,,,
G70818,Tirol,Jungholz,107,52,0,52,1,45,4,0,1,1,0,0,0,,,,,,
G70819,Tirol,Kaisers,58,45,2,43,3,20,6,1,2,6,4,0,1,,,,,,
G70820,Tirol,Lechaschau,1479,785,9,776,170,265,137,25,95,44,34,4,2,,,,,,
G70821,Tirol,Lermoos,772,397,3,394,39,174,68,19,44,28,13,6,3,,,,,,
G70822,Tirol,Musau,293,165,3,162,38,70,20,2,13,16,3,0,0,,,,,,
G70823,Tirol,Namlos,71,47,1,46,6,30,1,6,2,1,0,0,0,,,,,,
G70824,Tirol,Nesselwängle,331,205,4,201,17,95,37,5,20,12,10,4,1,,,,,,
G70825,Tirol,Pfafflar,93,53,2,51,6,37,2,0,4,2,0,0,0,,,,,,
G70826,Tirol,Pflach,899,528,5,523,105,168,113,11,67,38,19,1,1,,,,,,
G70827,Tirol,Pinswang,303,176,6,170,27,70,15,6,24,20,2,2,4,,,,,,
G70828,Tirol,Reutte,4121,2111,27,2084,527,579,392,42,331,98,83,10,22,,,,,,
G70829,Tirol,Schattwald,295,173,1,172,9,106,17,4,28,5,3,0,0,,,,,,
G70830,Tirol,Stanzach,335,203,7,196,34,82,35,6,19,17,3,0,0,,,,,,
G70831,Tirol,Steeg,513,318,9,309,18,189,45,19,21,12,5,0,0,,,,,,
G70832,Tirol,Tannheim,725,389,9,380,41,212,38,19,32,22,14,0,2,,,,,,
G70833,Tirol,Vils,1080,691,11,680,133,317,114,18,41,35,14,3,5,,,,,,
G70834,Tirol,Vorderhornbach,221,133,5,128,10,67,21,4,12,11,3,0,0,,,,,,
G70835,Tirol,Wängle,654,387,6,381,60,183,69,13,29,18,8,0,1,,,,,,
G70836,Tirol,Weißenbach am Lech,975,492,3,489,136,130,126,15,30,26,19,3,4,,,,,,
G70837,Tirol,Zöblen,176,113,4,109,2,75,13,3,12,3,1,0,0,,,,,,
G70901,Tirol,Achenkirch,1574,868,10,858,118,334,198,25,51,94,30,5,3,,,,,,
G70902,Tirol,Aschau im Zillertal,1311,764,14,750,106,362,127,33,59,45,12,1,5,,,,,,
G70903,Tirol,Brandberg,272,145,4,141,17,81,23,3,9,6,2,0,0,,,,,,
G70904,Tirol,Bruck am Ziller,797,528,7,521,81,219,112,18,38,36,17,0,0,,,,,,
G70905,Tirol,Buch in Tirol,1986,1245,10,1235,246,319,350,31,159,73,41,8,8,,,,,,
G70907,Tirol,Eben am Achensee,2021,1105,12,1093,176,385,249,48,135,58,39,0,3,,,,,,
G70908,Tirol,Finkenberg,1134,693,13,680,116,290,119,20,63,53,15,1,3,,,,,,
G70909,Tirol,Fügen,2713,1451,17,1434,253,427,416,48,129,119,33,2,7,,,,,,
G70910,Tirol,Fügenberg,1012,592,7,585,60,314,100,19,39,36,13,2,2,,,,,,
G70911,Tirol,Gallzein,460,311,7,304,39,116,78,5,29,27,8,1,1,,,,,,
G70912,Tirol,Gerlos,583,433,6,427,54,234,66,14,23,28,6,0,2,,,,,,
G70913,Tirol,Gerlosberg,368,203,0,203,16,106,49,9,6,15,1,1,0,,,,,,
G70914,Tirol,Hainzenberg,523,303,4,299,45,127,73,7,16,28,3,0,0,,,,,,
G70915,Tirol,Hart im Zillertal,1165,659,6,653,78,268,153,32,54,49,15,2,2,,,,,,
G70916,Tirol,Hippach,1085,580,8,572,64,307,102,14,32,36,13,1,3,,,,,,
G70917,Tirol,Jenbach,4940,2822,34,2788,749,509,766,83,332,216,101,14,18,,,,,,
G70918,Tirol,Kaltenbach,871,534,5,529,138,202,90,23,35,28,11,1,1,,,,,,
G70920,Tirol,Mayrhofen,2550,1381,17,1364,185,534,260,59,187,83,38,3,15,,,,,,
G70921,Tirol,Pill,901,560,8,552,74,228,124,8,67,20,28,2,1,,,,,,
G70922,Tirol,Ramsau im Zillertal,1191,680,4,676,123,267,144,20,58,47,16,0,1,,,,,,
G70923,Tirol,Ried im Zillertal,900,524,13,511,87,234,67,15,58,28,13,5,4,,,,,,
G70924,Tirol,Rohrberg,396,269,2,267,47,136,49,8,17,7,3,0,0,,,,,,
G70925,Tirol,Schlitters,1037,618,6,612,76,252,121,23,68,44,23,1,4,,,,,,
G70926,Tirol,Schwaz,9793,5733,75,5658,1301,1375,1228,110,883,369,294,45,53,,,,,,
G70927,Tirol,Schwendau,1197,669,10,659,78,302,133,24,51,49,17,2,3,,,,,,
G70928,Tirol,Stans,1524,1033,17,1016,202,289,225,35,135,76,44,6,4,,,,,,
G70929,Tirol,Steinberg am Rofan,222,139,6,133,18,85,14,2,5,4,5,0,0,,,,,,
G70930,Tirol,Strass im Zillertal,621,432,6,426,57,197,72,15,43,23,16,0,3,,,,,,
G70931,Tirol,Stumm,1414,796,8,788,159,312,134,20,71,66,20,2,4,,,,,,
G70932,Tirol,Stummerberg,646,358,4,354,30,207,77,15,11,12,2,0,0,,,,,,
G70933,Tirol,Terfens,1625,1092,15,1077,176,337,196,39,162,121,35,4,7,,,,,,
G70934,Tirol,Tux,1432,922,9,913,128,464,137,40,54,60,24,5,1,,,,,,
G70935,Tirol,Uderns,1252,738,3,735,215,229,158,21,50,36,21,3,2,,,,,,
G70936,Tirol,Vomp,3557,2242,14,2228,501,675,450,86,283,129,86,9,9,,,,,,
G70937,Tirol,Weer,1154,739,7,732,109,236,170,27,96,57,25,7,5,,,,,,
G70938,Tirol,Weerberg,1870,1172,16,1156,113,557,256,35,97,47,43,1,7,,,,,,
G70939,Tirol,Wiesing,1572,984,14,970,227,261,239,26,93,64,50,9,1,,,,,,
G70940,Tirol,Zell am Ziller,1369,710,2,708,147,263,160,19,55,40,16,2,6,,,,,,
G70941,Tirol,Zellberg,511,318,4,314,60,146,54,14,21,12,6,0,1,,,,,,
G80101,Vorarlberg,Bartholomäberg,1752,1085,11,1074,150,294,302,30,104,48,108,3,13,16,,4,2,,
